omega,amp
0.5,0.7228696607591096
0.5847457627118644,0.7534459426997488
0.6694915254237288,0.7538081150007995
0.7542372881355932,0.7251346224167162
0.8389830508474576,0.7929693931676554
0.923728813559322,0.8862776822794918
1.0084745762711864,0.8486903055889652
1.0932203389830508,0.8176027695420942
1.1779661016949152,0.7955811262031245
1.2627118644067796,0.801594986194515
1.347457627118644,0.8794490186736008
1.4322033898305084,0.8809041299502798
1.5169491525423728,0.8347804509538663
1.6016949152542372,0.8459552922727931
1.6864406779661016,0.8591654066580542
1.771186440677966,0.8736571338535681
1.8559322033898304,0.8901388964140597
1.9406779661016949,0.9075117781846281
2.0254237288135593,0.9255289851290524
2.110169491525424,0.9454918971782286
2.194915254237288,0.9660407293353244
2.2796610169491522,0.9871377305665148
2.364406779661017,1.0091517975863364
2.4491525423728815,1.0317219249925569
2.5338983050847457,1.0549537872230101
2.61864406779661,1.0783596651599057
2.7033898305084745,1.1030651910658218
2.788135593220339,1.1279274023137351
2.8728813559322033,1.1532168798279283
2.9576271186440675,1.1788461425115617
3.042372881355932,1.204880270788724
3.1271186440677967,0.31167929274883444
3.211864406779661,1.257941232549368
3.296610169491525,1.2849709590331075
3.3813559322033897,0.2521197363461869
3.4661016949152543,0.23677228033971545
3.5508474576271185,0.22303528170758585
3.6355932203389827,0.21100230235492257
3.7203389830508473,0.20019795656799927
3.805084745762712,0.19399818510793265
3.889830508474576,0.1805742390957717
3.9745762711864403,0.1730447623730474
4.0593220338983045,0.16421641075974563
4.1440677966101696,0.15692535293297905
4.228813559322034,0.15018973697722404
4.313559322033898,0.435864756767832
4.398305084745763,0.44699812081546186
4.483050847457627,0.4577070118770763
4.567796610169491,0.1273911652048875
4.6525423728813555,0.12227921444891103
4.73728813559322,0.1176674073732609
4.822033898305085,0.11347461684831764
4.906779661016949,0.10938563852134055
4.991525423728813,0.10544902633090163
5.076271186440678,0.10179684930879275
5.161016949152542,0.09851491576799301
5.245762711864407,0.09514973450309677
5.330508474576271,0.09205123951076552
5.415254237288135,0.08894431679613216
5.5,0.08632032425598046
