omega,amp
5.5,0.08603465924747812
5.415254237288136,0.08878997703749117
5.330508474576272,0.0918478761013202
5.245762711864407,0.09504786894671367
5.161016949152542,0.09812719514401297
5.076271186440678,0.10152318412359244
4.991525423728813,0.1050888956646686
4.906779661016949,0.10898675963416625
4.822033898305085,0.11291418021616549
4.737288135593221,0.11737234883775902
4.652542372881356,0.12163107121654815
4.567796610169491,0.12635885678973802
4.483050847457627,0.13150760452951657
4.398305084745763,0.1369979934008371
4.313559322033898,0.1425706046284908
4.228813559322034,0.14877756565541086
4.1440677966101696,0.15539970571184303
4.059322033898305,0.1621506919493726
3.9745762711864407,0.16970567180688656
3.889830508474576,0.1778671976814244
3.805084745762712,0.18625088206118381
3.7203389830508478,0.19557495868959468
3.635593220338983,0.2056843696636773
3.5508474576271185,0.21662414862025836
3.4661016949152543,0.22816137587213794
3.38135593220339,0.24098174973920433
3.2966101694915255,0.2555387530081552
3.211864406779661,0.27024724376208287
3.1271186440677967,0.28697524825360793
3.0423728813559325,0.30560943070224555
2.957627118644068,0.3261390109102438
2.8728813559322033,0.34888507205524033
2.788135593220339,0.3747777870855721
2.703389830508475,0.40369092438983817
2.6186440677966103,0.43675739678211306
2.5338983050847457,0.47553170023975366
2.4491525423728815,0.5206242363515281
2.3644067796610173,0.5740015022585189
2.2796610169491527,0.6416923708444585
2.194915254237288,2.5677339267911217
2.110169491525424,2.4810276686230925
2.0254237288135597,2.395958182866461
1.940677966101695,2.3122817438607113
1.8559322033898304,2.2303722826433727
1.7711864406779663,2.1509357670818496
1.686440677966102,2.0734770144407166
1.6016949152542375,1.9990922817920636
1.5169491525423728,1.9280373927659638
1.4322033898305087,1.8599264310186263
1.3474576271186445,1.7962665024003277
1.2627118644067803,1.737475949699546
1.1779661016949152,1.6839581693790575
1.093220338983051,1.637094266515041
1.0084745762711869,1.5989806726516607
0.9237288135593218,1.6020387917407204
0.8389830508474576,1.5629478127465815
0.7542372881355934,1.5824712274858015
0.6694915254237293,1.6558557316374896
0.5847457627118651,1.6069244607062396
0.5,1.3388564696888108
