omega,amp
5.5,0.0860227679494608
5.415254237288136,0.08879545835629485
5.330508474576272,0.0918284258872033
5.245762711864407,0.0950631781158634
5.161016949152542,0.09811803286705248
5.076271186440678,0.10154515567761452
4.991525423728813,0.10515248904724706
4.906779661016949,0.10911929871787579
4.822033898305085,0.11293461848071708
4.737288135593221,0.1173293323831045
4.652542372881356,0.12175033822035815
4.567796610169491,0.12644412610897887
4.483050847457627,0.13154781232647839
4.398305084745763,0.13705522189995029
4.313559322033898,0.14268330249927158
4.228813559322034,0.1489791208305029
4.1440677966101696,0.15549782333417445
4.059322033898305,0.16236996038104318
3.9745762711864407,0.16986566278271187
3.889830508474576,0.1780134109726466
3.805084745762712,0.18671125293484725
3.7203389830508478,0.1960135302312499
3.635593220338983,0.2062763760891579
3.5508474576271185,0.2176912966720251
3.4661016949152543,0.2291499180220031
3.38135593220339,0.2423066609742944
3.2966101694915255,0.25626800277204237
3.211864406779661,0.27191712410973196
3.1271186440677967,0.2891230364720709
3.0423728813559325,0.30855789252158794
2.957627118644068,0.32992134494147035
2.8728813559322033,0.353786968955233
2.788135593220339,0.3814732150764496
2.703389830508475,0.41297501956075144
2.6186440677966103,0.449639873826691
2.5338983050847457,0.4952000961349504
2.4491525423728815,2.073419319790146
2.3644067796610173,2.0128302049018667
2.2796610169491527,1.9533121602846426
2.194915254237288,1.8948813708839511
2.110169491525424,1.8371761496650572
2.0254237288135597,1.7811653743502038
1.940677966101695,1.7265136650172148
1.8559322033898304,1.6733766585098988
1.7711864406779663,1.6222762642405484
1.686440677966102,1.5727858774591112
1.6016949152542375,1.5260021218347846
1.5169491525423728,1.481945385926462
1.4322033898305087,1.4405239974689072
1.3474576271186445,1.4033136506485089
1.2627118644067803,1.3690092872528763
1.1779661016949152,1.3401539098025659
1.093220338983051,1.3554947874052878
1.0084745762711869,1.3232630967822314
0.9237288135593218,1.300496693867945
0.8389830508474576,1.3219606971539806
0.7542372881355934,1.3731971732882968
0.6694915254237293,1.4812890363629754
0.5847457627118651,1.1510884082415385
0.5,1.1130505199083058
