alpha,gamma,steady_time
0.5,1.5,20.35
0.5,1.5408163265306123,21.900000000000002
0.5,1.5816326530612246,21.950000000000003
0.5,1.6224489795918366,22.05
0.5,1.663265306122449,22.1
0.5,1.7040816326530612,22.150000000000002
0.5,1.7448979591836735,22.1
0.5,1.7857142857142856,21.950000000000003
0.5,1.8265306122448979,21.85
0.5,1.8673469387755102,21.950000000000003
0.5,1.9081632653061225,22.3
0.5,1.9489795918367347,23.85
0.5,1.989795918367347,24.150000000000002
0.5,2.0306122448979593,24.25
0.5,2.071428571428571,25.400000000000002
0.5,2.1122448979591835,25.450000000000003
0.5,2.1530612244897958,25.35
0.5,2.193877551020408,25.150000000000002
0.5,2.2346938775510203,24.950000000000003
0.5,2.2755102040816326,26.8
0.5,2.316326530612245,26.650000000000002
0.5,2.357142857142857,25.55
0.5,2.3979591836734695,27.75
0.5,2.4387755102040813,26.650000000000002
0.5,2.479591836734694,28.150000000000002
0.5,2.520408163265306,9.35
0.5,2.561224489795918,51.5
0.5,2.6020408163265305,49.45
0.5,2.642857142857143,48.050000000000004
0.5,2.683673469387755,46.85
0.5,2.724489795918367,46.25
0.5,2.7653061224489797,45.300000000000004
0.5,2.8061224489795915,44.800000000000004
0.5,2.8469387755102042,44.35
0.5,2.887755102040816,43.650000000000006
0.5,2.9285714285714284,43.25
0.5,2.9693877551020407,42.85
0.5,3.010204081632653,42.2
0.5,3.0510204081632653,41.900000000000006
0.5,3.091836734693877,41.650000000000006
0.5,3.13265306122449,41.35
0.5,3.1734693877551017,40.800000000000004
0.5,3.2142857142857144,40.45
0.5,3.2551020408163263,40.2
0.5,3.2959183673469385,40.0
0.5,3.336734693877551,39.85
0.5,3.377551020408163,39.650000000000006
0.5,3.4183673469387754,39.45
0.5,3.4591836734693877,39.0
0.5,3.5,38.85
0.5204081632653061,1.5,20.5
0.5204081632653061,1.5408163265306123,21.8
0.5204081632653061,1.5816326530612246,21.900000000000002
0.5204081632653061,1.6224489795918366,22.0
0.5204081632653061,1.663265306122449,22.0
0.5204081632653061,1.7040816326530612,21.950000000000003
0.5204081632653061,1.7448979591836735,21.85
0.5204081632653061,1.7857142857142856,21.8
0.5204081632653061,1.8265306122448979,21.900000000000002
0.5204081632653061,1.8673469387755102,22.150000000000002
0.5204081632653061,1.9081632653061225,23.700000000000003
0.5204081632653061,1.9489795918367347,24.0
0.5204081632653061,1.989795918367347,24.150000000000002
0.5204081632653061,2.0306122448979593,25.150000000000002
0.5204081632653061,2.071428571428571,25.400000000000002
0.5204081632653061,2.1122448979591835,25.3
0.5204081632653061,2.1530612244897958,25.150000000000002
0.5204081632653061,2.193877551020408,24.950000000000003
0.5204081632653061,2.2346938775510203,26.650000000000002
0.5204081632653061,2.2755102040816326,26.75
0.5204081632653061,2.316326530612245,26.0
0.5204081632653061,2.357142857142857,27.700000000000003
0.5204081632653061,2.3979591836734695,26.55
0.5204081632653061,2.4387755102040813,26.700000000000003
0.5204081632653061,2.479591836734694,29.650000000000002
0.5204081632653061,2.520408163265306,54.0
0.5204081632653061,2.561224489795918,50.2
0.5204081632653061,2.6020408163265305,48.6
0.5204081632653061,2.642857142857143,47.7
0.5204081632653061,2.683673469387755,46.650000000000006
0.5204081632653061,2.724489795918367,46.050000000000004
0.5204081632653061,2.7653061224489797,45.150000000000006
0.5204081632653061,2.8061224489795915,44.7
0.5204081632653061,2.8469387755102042,43.95
0.5204081632653061,2.887755102040816,43.550000000000004
0.5204081632653061,2.9285714285714284,43.150000000000006
0.5204081632653061,2.9693877551020407,42.75
0.5204081632653061,3.010204081632653,42.150000000000006
0.5204081632653061,3.0510204081632653,41.85
0.5204081632653061,3.091836734693877,41.550000000000004
0.5204081632653061,3.13265306122449,41.300000000000004
0.5204081632653061,3.1734693877551017,40.7
0.5204081632653061,3.2142857142857144,40.400000000000006
0.5204081632653061,3.2551020408163263,40.150000000000006
0.5204081632653061,3.2959183673469385,39.95
0.5204081632653061,3.336734693877551,39.800000000000004
0.5204081632653061,3.377551020408163,39.650000000000006
0.5204081632653061,3.4183673469387754,39.2
0.5204081632653061,3.4591836734693877,38.95
0.5204081632653061,3.5,38.800000000000004
0.5408163265306123,1.5,21.55
0.5408163265306123,1.5408163265306123,21.75
0.5408163265306123,1.5816326530612246,21.85
0.5408163265306123,1.6224489795918366,21.900000000000002
0.5408163265306123,1.663265306122449,21.85
0.5408163265306123,1.7040816326530612,21.75
0.5408163265306123,1.7448979591836735,21.700000000000003
0.5408163265306123,1.7857142857142856,21.8
0.5408163265306123,1.8265306122448979,22.0
0.5408163265306123,1.8673469387755102,23.55
0.5408163265306123,1.9081632653061225,23.900000000000002
0.5408163265306123,1.9489795918367347,24.05
0.5408163265306123,1.989795918367347,24.05
0.5408163265306123,2.0306122448979593,25.3
0.5408163265306123,2.071428571428571,25.3
0.5408163265306123,2.1122448979591835,25.150000000000002
0.5408163265306123,2.1530612244897958,24.950000000000003
0.5408163265306123,2.193877551020408,24.700000000000003
0.5408163265306123,2.2346938775510203,26.700000000000003
0.5408163265306123,2.2755102040816326,26.3
0.5408163265306123,2.316326530612245,25.3
0.5408163265306123,2.357142857142857,27.150000000000002
0.5408163265306123,2.3979591836734695,26.700000000000003
0.5408163265306123,2.4387755102040813,28.150000000000002
0.5408163265306123,2.479591836734694,9.35
0.5408163265306123,2.520408163265306,51.7
0.5408163265306123,2.561224489795918,49.7
0.5408163265306123,2.6020408163265305,48.25
0.5408163265306123,2.642857142857143,47.050000000000004
0.5408163265306123,2.683673469387755,46.45
0.5408163265306123,2.724489795918367,45.5
0.5408163265306123,2.7653061224489797,45.0
0.5408163265306123,2.8061224489795915,44.6
0.5408163265306123,2.8469387755102042,43.800000000000004
0.5408163265306123,2.887755102040816,43.45
0.5408163265306123,2.9285714285714284,43.050000000000004
0.5408163265306123,2.9693877551020407,42.400000000000006
0.5408163265306123,3.010204081632653,42.1
0.5408163265306123,3.0510204081632653,41.800000000000004
0.5408163265306123,3.091836734693877,41.5
0.5408163265306123,3.13265306122449,41.25
0.5408163265306123,3.1734693877551017,40.650000000000006
0.5408163265306123,3.2142857142857144,40.35
0.5408163265306123,3.2551020408163263,40.1
0.5408163265306123,3.2959183673469385,39.95
0.5408163265306123,3.336734693877551,39.75
0.5408163265306123,3.377551020408163,39.6
0.5408163265306123,3.4183673469387754,39.150000000000006
0.5408163265306123,3.4591836734693877,38.900000000000006
0.5408163265306123,3.5,38.75
0.5612244897959183,1.5,21.5
0.5612244897959183,1.5408163265306123,21.650000000000002
0.5612244897959183,1.5816326530612246,21.700000000000003
0.5612244897959183,1.6224489795918366,21.700000000000003
0.5612244897959183,1.663265306122449,21.650000000000002
0.5612244897959183,1.7040816326530612,21.6
0.5612244897959183,1.7448979591836735,21.700000000000003
0.5612244897959183,1.7857142857142856,21.900000000000002
0.5612244897959183,1.8265306122448979,23.3
0.5612244897959183,1.8673469387755102,23.75
0.5612244897959183,1.9081632653061225,23.950000000000003
0.5612244897959183,1.9489795918367347,24.0
0.5612244897959183,1.989795918367347,25.150000000000002
0.5612244897959183,2.0306122448979593,25.25
0.5612244897959183,2.071428571428571,25.150000000000002
0.5612244897959183,2.1122448979591835,24.950000000000003
0.5612244897959183,2.1530612244897958,24.700000000000003
0.5612244897959183,2.193877551020408,26.650000000000002
0.5612244897959183,2.2346938775510203,26.450000000000003
0.5612244897959183,2.2755102040816326,25.35
0.5612244897959183,2.316326530612245,25.35
0.5612244897959183,2.357142857142857,26.450000000000003
0.5612244897959183,2.3979591836734695,27.85
0.5612244897959183,2.4387755102040813,29.55
0.5612244897959183,2.479591836734694,54.2
0.5612244897959183,2.520408163265306,50.75
0.5612244897959183,2.561224489795918,48.800000000000004
0.5612244897959183,2.6020408163265305,47.95
0.5612244897959183,2.642857142857143,46.85
0.5612244897959183,2.683673469387755,46.25
0.5612244897959183,2.724489795918367,45.35
0.5612244897959183,2.7653061224489797,44.900000000000006
0.5612244897959183,2.8061224489795915,44.45
0.5612244897959183,2.8469387755102042,43.7
0.5612244897959183,2.887755102040816,43.35
0.5612244897959183,2.9285714285714284,42.95
0.5612244897959183,2.9693877551020407,42.300000000000004
0.5612244897959183,3.010204081632653,42.0
0.5612244897959183,3.0510204081632653,41.75
0.5612244897959183,3.091836734693877,41.45
0.5612244897959183,3.13265306122449,41.2
0.5612244897959183,3.1734693877551017,40.6
0.5612244897959183,3.2142857142857144,40.300000000000004
0.5612244897959183,3.2551020408163263,40.050000000000004
0.5612244897959183,3.2959183673469385,39.900000000000006
0.5612244897959183,3.336734693877551,39.75
0.5612244897959183,3.377551020408163,39.550000000000004
0.5612244897959183,3.4183673469387754,39.050000000000004
0.5612244897959183,3.4591836734693877,38.85
0.5612244897959183,3.5,38.7
0.5816326530612245,1.5,21.400000000000002
0.5816326530612245,1.5408163265306123,21.5
0.5816326530612245,1.5816326530612246,21.5
0.5816326530612245,1.6224489795918366,21.450000000000003
0.5816326530612245,1.663265306122449,21.450000000000003
0.5816326530612245,1.7040816326530612,21.55
0.5816326530612245,1.7448979591836735,21.75
0.5816326530612245,1.7857142857142856,22.0
0.5816326530612245,1.8265306122448979,23.650000000000002
0.5816326530612245,1.8673469387755102,23.85
0.5816326530612245,1.9081632653061225,23.900000000000002
0.5816326530612245,1.9489795918367347,23.8
0.5816326530612245,1.989795918367347,25.150000000000002
0.5816326530612245,2.0306122448979593,25.1
0.5816326530612245,2.071428571428571,24.950000000000003
