beta,omega,steady_time
0.21428571428571427,3.806122448979592,28.92
0.21428571428571427,3.8979591836734695,31.46
0.21428571428571427,3.989795918367347,33.63
0.21428571428571427,4.081632653061225,31.25
0.21428571428571427,4.173469387755102,28.85
0.21428571428571427,4.26530612244898,26.810000000000002
0.21428571428571427,4.357142857142858,28.86
0.21428571428571427,4.448979591836735,28.79
0.21428571428571427,4.540816326530613,26.77
0.21428571428571427,4.63265306122449,26.79
0.21428571428571427,4.724489795918368,26.87
0.21428571428571427,4.816326530612245,26.900000000000002
0.21428571428571427,4.908163265306123,29.01
0.21428571428571427,5.0,26.93
0.24489795918367346,0.5,149.99
0.24489795918367346,0.5918367346938775,149.99
0.24489795918367346,0.6836734693877551,48.74
0.24489795918367346,0.7755102040816326,149.99
0.24489795918367346,0.8673469387755102,29.990000000000002
0.24489795918367346,0.9591836734693877,149.99
0.24489795918367346,1.0510204081632653,53.25
0.24489795918367346,1.1428571428571428,52.83
0.24489795918367346,1.2346938775510203,55.49
0.24489795918367346,1.3265306122448979,50.97
0.24489795918367346,1.4183673469387754,50.27
0.24489795918367346,1.5102040816326532,61.24
0.24489795918367346,1.6020408163265307,73.17
0.24489795918367346,1.6938775510204083,149.99
0.24489795918367346,1.7857142857142858,149.99
0.24489795918367346,1.8775510204081634,149.99
0.24489795918367346,1.969387755102041,149.99
0.24489795918367346,2.0612244897959187,149.99
0.24489795918367346,2.1530612244897958,149.99
0.24489795918367346,2.2448979591836737,21.05
0.24489795918367346,2.336734693877551,149.99
0.24489795918367346,2.428571428571429,149.99
0.24489795918367346,2.5204081632653064,149.99
0.24489795918367346,2.612244897959184,149.99
0.24489795918367346,2.7040816326530615,149.99
0.24489795918367346,2.795918367346939,149.99
0.24489795918367346,2.8877551020408165,149.99
0.24489795918367346,2.979591836734694,149.99
0.24489795918367346,3.0714285714285716,44.4
0.24489795918367346,3.163265306122449,34.71
0.24489795918367346,3.2551020408163267,38.06
0.24489795918367346,3.3469387755102042,36.17
0.24489795918367346,3.438775510204082,28.88
0.24489795918367346,3.5306122448979593,30.560000000000002
0.24489795918367346,3.622448979591837,28.41
0.24489795918367346,3.7142857142857144,26.240000000000002
0.24489795918367346,3.806122448979592,26.75
0.24489795918367346,3.8979591836734695,31.17
0.24489795918367346,3.989795918367347,31.560000000000002
0.24489795918367346,4.081632653061225,31.21
0.24489795918367346,4.173469387755102,26.69
0.24489795918367346,4.26530612244898,26.7
0.24489795918367346,4.357142857142858,26.7
0.24489795918367346,4.448979591836735,26.61
0.24489795918367346,4.540816326530613,26.62
0.24489795918367346,4.63265306122449,26.64
0.24489795918367346,4.724489795918368,26.7
0.24489795918367346,4.816326530612245,26.75
0.24489795918367346,4.908163265306123,26.8
