delta,beta,steady_time
0.12448979591836735,0.6632653061224489,65.5
0.12448979591836735,0.6836734693877551,64.7
0.12448979591836735,0.7040816326530612,63.650000000000006
0.12448979591836735,0.7244897959183674,62.75
0.12448979591836735,0.7448979591836735,62.1
0.12448979591836735,0.7653061224489796,61.6
0.12448979591836735,0.7857142857142857,60.75
0.12448979591836735,0.8061224489795917,60.35
0.12448979591836735,0.8265306122448979,59.95
0.12448979591836735,0.846938775510204,59.150000000000006
0.12448979591836735,0.8673469387755102,58.800000000000004
0.12448979591836735,0.8877551020408163,67.45
0.12448979591836735,0.9081632653061225,67.15
0.12448979591836735,0.9285714285714286,66.85000000000001
0.12448979591836735,0.9489795918367346,66.45
0.12448979591836735,0.9693877551020408,65.75
0.12448979591836735,0.9897959183673469,65.4
0.12448979591836735,1.010204081632653,65.10000000000001
0.12448979591836735,1.030612244897959,64.4
0.12448979591836735,1.0510204081632653,64.10000000000001
0.12448979591836735,1.0714285714285714,63.85
0.12448979591836735,1.0918367346938775,63.6
0.12448979591836735,1.1122448979591835,63.35
0.12448979591836735,1.1326530612244898,62.7
0.12448979591836735,1.1530612244897958,62.5
0.12448979591836735,1.1734693877551021,62.25
0.12448979591836735,1.193877551020408,62.050000000000004
0.12448979591836735,1.2142857142857142,61.800000000000004
0.12448979591836735,1.2346938775510203,61.2
0.12448979591836735,1.2551020408163265,60.95
0.12448979591836735,1.2755102040816326,60.7
0.12448979591836735,1.2959183673469385,60.5
0.12448979591836735,1.316326530612245,60.25
0.12448979591836735,1.3367346938775508,60.050000000000004
0.12448979591836735,1.3571428571428572,59.5
0.12448979591836735,1.3775510204081631,59.300000000000004
0.12448979591836735,1.3979591836734693,59.1
0.12448979591836735,1.4183673469387754,58.95
0.12448979591836735,1.4387755102040816,58.800000000000004
0.12448979591836735,1.4591836734693877,58.650000000000006
0.12448979591836735,1.4795918367346939,58.5
0.12448979591836735,1.5,58.35
0.1326530612244898,0.5,41.1
0.1326530612244898,0.5204081632653061,42.550000000000004
0.1326530612244898,0.5408163265306123,41.800000000000004
0.1326530612244898,0.5612244897959183,40.800000000000004
0.1326530612244898,0.5816326530612245,43.75
0.1326530612244898,0.6020408163265306,72.7
0.1326530612244898,0.6224489795918368,68.8
0.1326530612244898,0.6428571428571428,67.0
0.1326530612244898,0.6632653061224489,65.55
0.1326530612244898,0.6836734693877551,64.35000000000001
0.1326530612244898,0.7040816326530612,63.6
0.1326530612244898,0.7244897959183674,62.6
0.1326530612244898,0.7448979591836735,62.0
0.1326530612244898,0.7653061224489796,61.1
0.1326530612244898,0.7857142857142857,60.650000000000006
0.1326530612244898,0.8061224489795917,60.2
0.1326530612244898,0.8265306122448979,59.400000000000006
0.1326530612244898,0.846938775510204,59.0
0.1326530612244898,0.8673469387755102,58.6
0.1326530612244898,0.8877551020408163,57.900000000000006
0.1326530612244898,0.9081632653061225,57.550000000000004
0.1326530612244898,0.9285714285714286,57.25
0.1326530612244898,0.9489795918367346,57.0
0.1326530612244898,0.9693877551020408,56.300000000000004
0.1326530612244898,0.9897959183673469,56.0
0.1326530612244898,1.010204081632653,55.7
0.1326530612244898,1.030612244897959,55.45
0.1326530612244898,1.0510204081632653,54.900000000000006
0.1326530612244898,1.0714285714285714,54.550000000000004
0.1326530612244898,1.0918367346938775,54.35
0.1326530612244898,1.1122448979591835,54.150000000000006
0.1326530612244898,1.1326530612244898,53.95
0.1326530612244898,1.1530612244897958,53.800000000000004
0.1326530612244898,1.1734693877551021,61.95
0.1326530612244898,1.193877551020408,61.25
0.1326530612244898,1.2142857142857142,61.050000000000004
0.1326530612244898,1.2346938775510203,52.6
0.1326530612244898,1.2551020408163265,60.650000000000006
0.1326530612244898,1.2755102040816326,60.400000000000006
0.1326530612244898,1.2959183673469385,60.150000000000006
0.1326530612244898,1.316326530612245,59.550000000000004
0.1326530612244898,1.3367346938775508,59.35
0.1326530612244898,1.3571428571428572,59.2
0.1326530612244898,1.3775510204081631,59.0
0.1326530612244898,1.3979591836734693,58.85
0.1326530612244898,1.4183673469387754,58.650000000000006
0.1326530612244898,1.4387755102040816,58.1
0.1326530612244898,1.4591836734693877,57.95
0.1326530612244898,1.4795918367346939,57.800000000000004
0.1326530612244898,1.5,57.7
0.14081632653061227,0.5,38.6
0.14081632653061227,0.5204081632653061,37.5
0.14081632653061227,0.5408163265306123,37.550000000000004
0.14081632653061227,0.5612244897959183,38.95
0.14081632653061227,0.5816326530612245,41.85
0.14081632653061227,0.6020408163265306,76.35000000000001
0.14081632653061227,0.6224489795918368,69.65
0.14081632653061227,0.6428571428571428,67.2
0.14081632653061227,0.6632653061224489,65.65
0.14081632653061227,0.6836734693877551,64.35000000000001
0.14081632653061227,0.7040816326530612,63.6
0.14081632653061227,0.7244897959183674,62.550000000000004
0.14081632653061227,0.7448979591836735,61.95
0.14081632653061227,0.7653061224489796,61.0
0.14081632653061227,0.7857142857142857,60.550000000000004
0.14081632653061227,0.8061224489795917,60.050000000000004
0.14081632653061227,0.8265306122448979,59.300000000000004
0.14081632653061227,0.846938775510204,58.900000000000006
0.14081632653061227,0.8673469387755102,58.400000000000006
0.14081632653061227,0.8877551020408163,57.75
0.14081632653061227,0.9081632653061225,57.400000000000006
0.14081632653061227,0.9285714285714286,57.1
0.14081632653061227,0.9489795918367346,56.400000000000006
0.14081632653061227,0.9693877551020408,56.1
0.14081632653061227,0.9897959183673469,55.800000000000004
0.14081632653061227,1.010204081632653,55.550000000000004
0.14081632653061227,1.030612244897959,54.900000000000006
0.14081632653061227,1.0510204081632653,54.6
0.14081632653061227,1.0714285714285714,54.35
0.14081632653061227,1.0918367346938775,54.1
0.14081632653061227,1.1122448979591835,53.900000000000006
0.14081632653061227,1.1326530612244898,53.7
0.14081632653061227,1.1530612244897958,53.150000000000006
0.14081632653061227,1.1734693877551021,52.900000000000006
0.14081632653061227,1.193877551020408,52.7
0.14081632653061227,1.2142857142857142,52.5
0.14081632653061227,1.2346938775510203,52.35
0.14081632653061227,1.2551020408163265,52.150000000000006
0.14081632653061227,1.2755102040816326,51.6
0.14081632653061227,1.2959183673469385,51.35
0.14081632653061227,1.316326530612245,51.150000000000006
0.14081632653061227,1.3367346938775508,51.0
0.14081632653061227,1.3571428571428572,50.85
0.14081632653061227,1.3775510204081631,50.7
0.14081632653061227,1.3979591836734693,50.5
0.14081632653061227,1.4183673469387754,50.050000000000004
0.14081632653061227,1.4387755102040816,49.900000000000006
0.14081632653061227,1.4591836734693877,49.75
0.14081632653061227,1.4795918367346939,49.6
0.14081632653061227,1.5,49.5
0.1489795918367347,0.5,35.85
0.1489795918367347,0.5204081632653061,35.85
0.1489795918367347,0.5408163265306123,37.25
0.1489795918367347,0.5612244897959183,38.45
0.1489795918367347,0.5816326530612245,40.0
0.1489795918367347,0.6020408163265306,44.400000000000006
0.1489795918367347,0.6224489795918368,60.300000000000004
0.1489795918367347,0.6428571428571428,57.35
0.1489795918367347,0.6632653061224489,55.75
0.1489795918367347,0.6836734693877551,54.45
0.1489795918367347,0.7040816326530612,53.7
0.1489795918367347,0.7244897959183674,52.650000000000006
0.1489795918367347,0.7448979591836735,61.75
0.1489795918367347,0.7653061224489796,60.900000000000006
0.1489795918367347,0.7857142857142857,60.400000000000006
0.1489795918367347,0.8061224489795917,59.550000000000004
0.1489795918367347,0.8265306122448979,59.150000000000006
0.1489795918367347,0.846938775510204,58.7
0.1489795918367347,0.8673469387755102,57.900000000000006
0.1489795918367347,0.8877551020408163,57.6
0.1489795918367347,0.9081632653061225,57.25
0.1489795918367347,0.9285714285714286,56.550000000000004
0.1489795918367347,0.9489795918367346,56.25
0.1489795918367347,0.9693877551020408,55.95
0.1489795918367347,0.9897959183673469,55.650000000000006
0.1489795918367347,1.010204081632653,55.0
0.1489795918367347,1.030612244897959,54.7
0.1489795918367347,1.0510204081632653,54.45
0.1489795918367347,1.0714285714285714,54.2
0.1489795918367347,1.0918367346938775,53.95
0.1489795918367347,1.1122448979591835,53.35
0.1489795918367347,1.1326530612244898,53.150000000000006
0.1489795918367347,1.1530612244897958,52.95
0.1489795918367347,1.1734693877551021,52.75
0.1489795918367347,1.193877551020408,52.550000000000004
0.1489795918367347,1.2142857142857142,52.35
0.1489795918367347,1.2346938775510203,51.800000000000004
0.1489795918367347,1.2551020408163265,51.550000000000004
0.1489795918367347,1.2755102040816326,51.35
0.1489795918367347,1.2959183673469385,51.150000000000006
0.1489795918367347,1.316326530612245,51.0
0.1489795918367347,1.3367346938775508,50.800000000000004
0.1489795918367347,1.3571428571428572,50.6
0.1489795918367347,1.3775510204081631,50.1
0.1489795918367347,1.3979591836734693,49.95
0.1489795918367347,1.4183673469387754,49.75
0.1489795918367347,1.4387755102040816,49.6
0.1489795918367347,1.4591836734693877,49.5
0.1489795918367347,1.4795918367346939,49.35
0.1489795918367347,1.5,49.25
0.15714285714285714,0.5,34.15
0.15714285714285714,0.5204081632653061,35.45
0.15714285714285714,0.5408163265306123,35.35
0.15714285714285714,0.5612244897959183,36.75
0.15714285714285714,0.5816326530612245,38.050000000000004
0.15714285714285714,0.6020408163265306,39.150000000000006
0.15714285714285714,0.6224489795918368,62.25
0.15714285714285714,0.6428571428571428,57.900000000000006
0.15714285714285714,0.6632653061224489,56.0
0.15714285714285714,0.6836734693877551,54.6
0.15714285714285714,0.7040816326530612,53.800000000000004
0.15714285714285714,0.7244897959183674,52.7
0.15714285714285714,0.7448979591836735,52.1
0.15714285714285714,0.7653061224489796,51.2
0.15714285714285714,0.7857142857142857,50.75
0.15714285714285714,0.8061224489795917,49.95
0.15714285714285714,0.8265306122448979,49.550000000000004
0.15714285714285714,0.846938775510204,49.2
0.15714285714285714,0.8673469387755102,48.550000000000004
0.15714285714285714,0.8877551020408163,48.150000000000006
0.15714285714285714,0.9081632653061225,47.85
0.15714285714285714,0.9285714285714286,47.6
0.15714285714285714,0.9489795918367346,56.0
0.15714285714285714,0.9693877551020408,55.7
0.15714285714285714,0.9897959183673469,54.95
0.15714285714285714,1.010204081632653,54.7
0.15714285714285714,1.030612244897959,54.5
0.15714285714285714,1.0510204081632653,54.2
0.15714285714285714,1.0714285714285714,53.900000000000006
0.15714285714285714,1.0918367346938775,53.300000000000004
0.15714285714285714,1.1122448979591835,53.1
0.15714285714285714,1.1326530612244898,52.95
0.15714285714285714,1.1530612244897958,52.75
0.15714285714285714,1.1734693877551021,52.5
0.15714285714285714,1.193877551020408,52.25
0.15714285714285714,1.2142857142857142,51.7
0.15714285714285714,1.2346938775510203,51.550000000000004
0.15714285714285714,1.2551020408163265,51.35
0.15714285714285714,1.2755102040816326,51.2
0.15714285714285714,1.2959183673469385,51.0
0.15714285714285714,1.316326530612245,50.75
0.15714285714285714,1.3367346938775508,50.2
0.15714285714285714,1.3571428571428572,50.050000000000004
0.15714285714285714,1.3775510204081631,49.900000000000006
0.15714285714285714,1.3979591836734693,49.7
0.15714285714285714,1.4183673469387754,49.6
0.15714285714285714,1.4387755102040816,49.45
0.15714285714285714,1.4591836734693877,49.300000000000004
0.15714285714285714,1.4795918367346939,49.150000000000006
0.15714285714285714,1.5,48.650000000000006
0.1653061224489796,0.5,33.85
0.1653061224489796,0.5204081632653061,33.65
0.1653061224489796,0.5408163265306123,35.050000000000004
0.1653061224489796,0.5612244897959183,34.75
0.1653061224489796,0.5816326530612245,36.1
0.1653061224489796,0.6020408163265306,37.25
0.1653061224489796,0.6224489795918368,10.05
0.1653061224489796,0.6428571428571428,59.0
0.1653061224489796,0.6632653061224489,56.35
0.1653061224489796,0.6836734693877551,54.800000000000004
0.1653061224489796,0.7040816326530612,53.900000000000006
0.1653061224489796,0.7244897959183674,52.800000000000004
0.1653061224489796,0.7448979591836735,51.85
0.1653061224489796,0.7653061224489796,51.25
0.1653061224489796,0.7857142857142857,50.75
0.1653061224489796,0.8061224489795917,49.95
0.1653061224489796,0.8265306122448979,49.5
0.1653061224489796,0.846938775510204,49.150000000000006
0.1653061224489796,0.8673469387755102,48.400000000000006
0.1653061224489796,0.8877551020408163,48.050000000000004
0.1653061224489796,0.9081632653061225,47.75
0.1653061224489796,0.9285714285714286,47.45
0.1653061224489796,0.9489795918367346,46.800000000000004
0.1653061224489796,0.9693877551020408,46.550000000000004
0.1653061224489796,0.9897959183673469,46.300000000000004
0.1653061224489796,1.010204081632653,46.050000000000004
0.1653061224489796,1.030612244897959,45.800000000000004
0.1653061224489796,1.0510204081632653,45.2
0.1653061224489796,1.0714285714285714,44.95
0.1653061224489796,1.0918367346938775,44.75
0.1653061224489796,1.1122448979591835,44.6
0.1653061224489796,1.1326530612244898,44.45
0.1653061224489796,1.1530612244897958,44.25
0.1653061224489796,1.1734693877551021,43.7
0.1653061224489796,1.193877551020408,43.5
0.1653061224489796,1.2142857142857142,43.35
0.1653061224489796,1.2346938775510203,43.2
0.1653061224489796,1.2551020408163265,43.050000000000004
0.1653061224489796,1.2755102040816326,50.25
0.1653061224489796,1.2959183673469385,50.150000000000006
0.1653061224489796,1.316326530612245,50.050000000000004
0.1653061224489796,1.3367346938775508,49.900000000000006
0.1653061224489796,1.3571428571428572,49.75
0.1653061224489796,1.3775510204081631,49.6
0.1653061224489796,1.3979591836734693,49.45
0.1653061224489796,1.4183673469387754,49.25
0.1653061224489796,1.4387755102040816,48.7
0.1653061224489796,1.4591836734693877,48.6
0.1653061224489796,1.4795918367346939,48.5
0.1653061224489796,1.5,48.400000000000006
0.17346938775510207,0.5,31.900000000000002
0.17346938775510207,0.5204081632653061,33.35
0.17346938775510207,0.5408163265306123,33.1
0.17346938775510207,0.5612244897959183,32.7
0.17346938775510207,0.5816326530612245,34.050000000000004
0.17346938775510207,0.6020408163265306,32.85
0.17346938775510207,0.6224489795918368,35.95
0.17346938775510207,0.6428571428571428,60.5
0.17346938775510207,0.6632653061224489,57.2
0.17346938775510207,0.6836734693877551,55.35
0.17346938775510207,0.7040816326530612,54.1
0.17346938775510207,0.7244897959183674,52.900000000000006
0.17346938775510207,0.7448979591836735,51.900000000000006
0.17346938775510207,0.7653061224489796,51.300000000000004
0.17346938775510207,0.7857142857142857,50.75
0.17346938775510207,0.8061224489795917,49.95
0.17346938775510207,0.8265306122448979,49.5
0.17346938775510207,0.846938775510204,49.1
0.17346938775510207,0.8673469387755102,48.35
0.17346938775510207,0.8877551020408163,48.050000000000004
0.17346938775510207,0.9081632653061225,47.7
0.17346938775510207,0.9285714285714286,47.050000000000004
0.17346938775510207,0.9489795918367346,46.75
0.17346938775510207,0.9693877551020408,46.45
0.17346938775510207,0.9897959183673469,46.2
0.17346938775510207,1.010204081632653,45.95
0.17346938775510207,1.030612244897959,45.35
0.17346938775510207,1.0510204081632653,45.1
0.17346938775510207,1.0714285714285714,44.85
0.17346938775510207,1.0918367346938775,44.650000000000006
0.17346938775510207,1.1122448979591835,44.45
0.17346938775510207,1.1326530612244898,44.2
0.17346938775510207,1.1530612244897958,43.7
0.17346938775510207,1.1734693877551021,43.5
0.17346938775510207,1.193877551020408,43.35
0.17346938775510207,1.2142857142857142,43.2
0.17346938775510207,1.2346938775510203,43.050000000000004
0.17346938775510207,1.2551020408163265,42.900000000000006
0.17346938775510207,1.2755102040816326,42.7
0.17346938775510207,1.2959183673469385,42.2
0.17346938775510207,1.316326530612245,42.0
0.17346938775510207,1.3367346938775508,41.85
0.17346938775510207,1.3571428571428572,41.7
0.17346938775510207,1.3775510204081631,41.550000000000004
0.17346938775510207,1.3979591836734693,41.45
0.17346938775510207,1.4183673469387754,41.35
0.17346938775510207,1.4387755102040816,41.25
0.17346938775510207,1.4591836734693877,41.1
0.17346938775510207,1.4795918367346939,40.650000000000006
0.17346938775510207,1.5,40.5
0.1816326530612245,0.5,31.650000000000002
0.1816326530612245,0.5204081632653061,31.400000000000002
0.1816326530612245,0.5408163265306123,30.950000000000003
0.1816326530612245,0.5612244897959183,32.4
0.1816326530612245,0.5816326530612245,29.85
0.1816326530612245,0.6020408163265306,31.25
0.1816326530612245,0.6224489795918368,34.1
0.1816326530612245,0.6428571428571428,63.6
0.1816326530612245,0.6632653061224489,57.7
0.1816326530612245,0.6836734693877551,55.7
0.1816326530612245,0.7040816326530612,54.2
0.1816326530612245,0.7244897959183674,53.0
0.1816326530612245,0.7448979591836735,51.900000000000006
0.1816326530612245,0.7653061224489796,51.35
0.1816326530612245,0.7857142857142857,50.75
0.1816326530612245,0.8061224489795917,49.95
0.1816326530612245,0.8265306122448979,49.5
0.1816326530612245,0.846938775510204,48.7
0.1816326530612245,0.8673469387755102,48.35
0.1816326530612245,0.8877551020408163,48.0
0.1816326530612245,0.9081632653061225,47.650000000000006
0.1816326530612245,0.9285714285714286,46.95
0.1816326530612245,0.9489795918367346,46.650000000000006
0.1816326530612245,0.9693877551020408,46.400000000000006
0.1816326530612245,0.9897959183673469,46.150000000000006
0.1816326530612245,1.010204081632653,45.5
0.1816326530612245,1.030612244897959,45.25
0.1816326530612245,1.0510204081632653,45.0
0.1816326530612245,1.0714285714285714,44.800000000000004
0.1816326530612245,1.0918367346938775,44.550000000000004
0.1816326530612245,1.1122448979591835,44.300000000000004
0.1816326530612245,1.1326530612244898,43.800000000000004
0.1816326530612245,1.1530612244897958,43.6
0.1816326530612245,1.1734693877551021,43.400000000000006
0.1816326530612245,1.193877551020408,43.25
0.1816326530612245,1.2142857142857142,43.050000000000004
0.1816326530612245,1.2346938775510203,42.900000000000006
0.1816326530612245,1.2551020408163265,42.7
0.1816326530612245,1.2755102040816326,42.2
0.1816326530612245,1.2959183673469385,42.050000000000004
0.1816326530612245,1.316326530612245,41.85
0.1816326530612245,1.3367346938775508,41.7
0.1816326530612245,1.3571428571428572,41.550000000000004
0.1816326530612245,1.3775510204081631,41.45
0.1816326530612245,1.3979591836734693,41.300000000000004
0.1816326530612245,1.4183673469387754,41.150000000000006
0.1816326530612245,1.4387755102040816,40.7
0.1816326530612245,1.4591836734693877,40.550000000000004
0.1816326530612245,1.4795918367346939,40.400000000000006
0.1816326530612245,1.5,40.300000000000004
0.18979591836734694,0.5,29.6
0.18979591836734694,0.5204081632653061,29.05
0.18979591836734694,0.5408163265306123,28.400000000000002
0.18979591836734694,0.5612244897959183,28.3
0.18979591836734694,0.5816326530612245,29.55
0.18979591836734694,0.6020408163265306,29.55
0.18979591836734694,0.6224489795918368,32.45
0.18979591836734694,0.6428571428571428,10.0
0.18979591836734694,0.6632653061224489,49.2
0.18979591836734694,0.6836734693877551,46.35
0.18979591836734694,0.7040816326530612,54.25
0.18979591836734694,0.7244897959183674,52.95
0.18979591836734694,0.7448979591836735,51.800000000000004
0.18979591836734694,0.7653061224489796,51.25
0.18979591836734694,0.7857142857142857,50.25
0.18979591836734694,0.8061224489795917,49.85
0.18979591836734694,0.8265306122448979,49.400000000000006
0.18979591836734694,0.846938775510204,48.6
0.18979591836734694,0.8673469387755102,48.25
0.18979591836734694,0.8877551020408163,47.900000000000006
0.18979591836734694,0.9081632653061225,47.150000000000006
0.18979591836734694,0.9285714285714286,46.85
0.18979591836734694,0.9489795918367346,46.6
0.18979591836734694,0.9693877551020408,46.300000000000004
0.18979591836734694,0.9897959183673469,45.95
0.18979591836734694,1.010204081632653,45.400000000000006
0.18979591836734694,1.030612244897959,45.150000000000006
0.18979591836734694,1.0510204081632653,44.95
0.18979591836734694,1.0714285714285714,44.7
0.18979591836734694,1.0918367346938775,44.45
0.18979591836734694,1.1122448979591835,43.85
0.18979591836734694,1.1326530612244898,43.650000000000006
0.18979591836734694,1.1530612244897958,43.5
0.18979591836734694,1.1734693877551021,43.300000000000004
0.18979591836734694,1.193877551020408,43.150000000000006
0.18979591836734694,1.2142857142857142,42.95
0.18979591836734694,1.2346938775510203,42.45
0.18979591836734694,1.2551020408163265,42.25
0.18979591836734694,1.2755102040816326,42.1
0.18979591836734694,1.2959183673469385,41.900000000000006
0.18979591836734694,1.316326530612245,41.75
0.18979591836734694,1.3367346938775508,41.6
0.18979591836734694,1.3571428571428572,41.45
0.18979591836734694,1.3775510204081631,41.300000000000004
0.18979591836734694,1.3979591836734693,40.85
0.18979591836734694,1.4183673469387754,40.650000000000006
0.18979591836734694,1.4387755102040816,40.5
0.18979591836734694,1.4591836734693877,40.400000000000006
0.18979591836734694,1.4795918367346939,40.25
0.18979591836734694,1.5,40.150000000000006
0.1979591836734694,0.5,29.150000000000002
0.1979591836734694,0.5204081632653061,26.85
0.1979591836734694,0.5408163265306123,26.650000000000002
0.1979591836734694,0.5612244897959183,28.05
0.1979591836734694,0.5816326530612245,27.950000000000003
0.1979591836734694,0.6020408163265306,29.400000000000002
0.1979591836734694,0.6224489795918368,30.8
0.1979591836734694,0.6428571428571428,33.65
0.1979591836734694,0.6632653061224489,51.2
0.1979591836734694,0.6836734693877551,46.900000000000006
0.1979591836734694,0.7040816326530612,45.050000000000004
0.1979591836734694,0.7244897959183674,43.7
0.1979591836734694,0.7448979591836735,42.95
0.1979591836734694,0.7653061224489796,41.900000000000006
0.1979591836734694,0.7857142857142857,41.45
0.1979591836734694,0.8061224489795917,40.6
