time,x,v
0.0,0.0,0.0
0.01,0.000175,0.034943125116638316
0.02,0.0006988625023327663,0.06976401372260055
0.03,0.001570280274452011,0.10444565592900659
0.04,0.002787775620912898,0.13897104539990654
0.05,0.004349701182450142,0.1733232590283367
0.06,0.006254240801479632,0.2074854636060283
0.07,0.008499410454570708,0.24144092242005144
0.08,0.011083059249880662,0.2751730016319628
0.09,0.014002870487209966,0.3086651764070945
0.1,0.017256362778022553,0.3419010367637813
0.11,0.020840891222485593,0.37486429311483405
0.12,0.024753648640319238,0.4075387814762557
0.13,0.028991666852010708,0.4399084683210405
0.14,0.03355181800674005,0.4719574550588851
0.15,0.03843081595318841,0.5036699821257555
0.16,0.04362521764925516,0.5350304326704778
0.17,0.04913142460659796,0.5660233358288329
0.18,0.05494568436583181,0.5966333695790317
0.19,0.061064091998178596,0.626845363175886
0.2,0.06748259162934954,0.6566442991644815
0.21,0.07419697798146824,0.6860153149776606
0.22,0.08120289792890276,0.7149437041251328
0.23,0.0884958520639709,0.7434149169855251
0.24,0.09607119626861327,0.7714145612161432
0.25,0.10392414328829377,0.7989284017986286
0.26,0.11204976430458585,0.8259423607420407
0.27,0.12044299050313459,0.8524425164681576
0.28,0.129098614633949,0.8784151029069496
0.29,0.1380112925612736,0.9038465083332338
0.3,0.14717554480061368,0.9287232739784331
0.31,0.15658575804084224,0.9530320924541429
0.32,0.16623618664969653,0.9767598060268222
0.33,0.17612095416137868,0.9998934047853748
0.34,0.18623405474540403,1.0224200247456443
0.35000000000000003,0.19656935465629155,1.0443269459379096
0.36,0.2071205936641622,1.0656015905253222
0.37,0.217881386466798,1.0862315210028561
0.38,0.2288452240842193,1.1062044385277434
0.39,0.24000547523735286,1.1255081814335208
0.4,0.2513553877128897,1.1441307239807226
0.41000000000000003,0.26288808971696725,1.1620601753978896
0.42,0.27459659122084745,1.179284779266938
0.43,0.286473785302306,1.1957929133070193
0.44,0.29851244948698785,1.2115730896108015
0.45,0.310705247094522,1.226613955386612
0.46,0.32304472859472005,1.2409042942590753
0.47000000000000003,0.33552333297970355,1.2544330281797798
0.48,0.3481333891583157,1.2671892199980772
0.49,0.3608671173796651,1.2791620767403777
0.5,0.3737166306931232,1.2903409536442334
0.51,0.3866739364525497,1.3007153589911036
0.52,0.3997309378729453,1.310274959778968
0.53,0.41287943564812907,1.3190095882728863
0.54,0.426111129638403,1.3269092494682115
0.55,0.4394176206374933,1.3339641294974292
0.56,0.45279041222835154,1.3401646050075338
0.5700000000000001,0.46622091273764393,1.3455012535304673
0.58,0.4797004372989609,1.3499648648644267
0.59,0.4932202100349325,1.3535464534788233
0.6,0.5067713663685374,1.3562372719503393
0.61,0.5203449554739393,1.3580288254318944
0.62,0.5339319428771753,1.3589128871504221
0.63,0.5475232132169477,1.3588815149231726
0.64,0.5611095731756387,1.3579270686758262
0.65,0.5746817545904642,1.3560422289390461
0.66,0.5882304177544196,1.3532200162932275
0.67,0.6017461549163289,1.3494538117241688
0.68,0.6152194939889031,1.3447373778451892
0.6900000000000001,0.6286409024732326,1.33906488093392
0.7000000000000001,0.6420007916075814,1.3324309137246066
0.71,0.6552895207477246,1.3248305188893337
0.72,0.668497401985368,1.3162592131341646
0.73,0.6816147050104079,1.306713011828802
0.74,0.694631662221944,1.2961884540810997
0.75,0.7075384740920299,1.2846826281606158
0.76,0.7203253147851563,1.272193197168456
0.77,0.732982338035399,1.258718424843974
0.78,0.7454996832820359,1.2442572013925244
0.79,0.7578674820632496,1.2288090692124536
0.8,0.770075864666285,1.212374248393955
0.81,0.7821149670311287,1.194953661857327
0.8200000000000001,0.7939749379034314,1.176548959993652
0.8300000000000001,0.8056459462310016,1.1571625446670037
0.84,0.8171181887967714,1.1367975924340534
0.85,0.8283818980796827,1.1154580768344455
0.86,0.8394273503334603,1.0931487896035932
0.87,0.8502448738717544,1.0698753606586766
0.88,0.8608248575466337,1.0456442767086431
0.89,0.8711577594059272,1.0204628983399573
0.9,0.8812341155134329,0.9943394754317825
0.91,0.8910445489145629,0.9672831607572039
0.92,0.900579778728577,0.9393040216310772
0.93,0.9098306293471845,0.9104130494701057
0.9400000000000001,0.9187880397179792,0.8806221671368376
0.9500000000000001,0.9274430726899212,0.8499442339464257
0.96,0.9357869243969076,0.8183930482232085
0.97,0.9438109336543854,0.7859833473034231
0.98,0.9515065913429761,0.7527308048906378
0.99,0.9588655497521981,0.7186520256817416
1.0,0.9658796318566109,0.6837645371935175
1.01,0.9725408404960685,0.6480867787328867
1.02,0.9788413674312686,0.6116380874677828
1.03,0.9847736022454241,0.574438681570217
1.04,0.990330141062673,0.5365096404183403
1.05,0.9955037950537909,0.49787288186010387
1.06,1.0002875986998752,0.458551136557358
1.07,1.004674817784938,0.4185679194457955
1.08,1.008658957088791,0.377947498362934
1.09,1.0122337677521966,0.33671485991320205
1.1,1.015393254287055,0.29489567265602934
1.11,1.0181316812053174,0.2525162477195069
1.12,1.0204435792414452,0.2096034969585448
1.1300000000000001,1.0223237511444885,0.16618488879238208
1.1400000000000001,1.023767277017293,0.1222884018716619
1.1500000000000001,1.0247695191819217,0.07794247673994527
1.16,1.025326126552092,0.03317596566837514
1.17,1.0254330384952894,-0.011981919144901841
1.18,1.0250864881691941,-0.05750165880710897
1.19,1.0242830053191472,-0.10335348218088042
1.2,1.0230194185255763,-0.14950742132841566
1.21,1.0212928568925788,-0.1959333677181047
1.22,1.0191007511712142,-0.24260112895530378
1.23,1.0164408343134725,-0.28948048579373103
1.24,1.0133111414553393,-0.3365412491802588
1.25,1.0097100093298672,-0.3837533170837291
1.26,1.0056360751136646,-0.4310867308578364
1.27,1.0010882747127103,-0.4785117308891005
1.28,0.9960658404958825,-0.5259988112834895
1.29,0.9905682984870405,-0.5735187733493121
1.3,0.9845954650288963,-0.621042777639547
1.31,0.9781474429342496,-0.6685423943237541
1.32,0.9712246171424211,-0.7159896516680577
1.33,0.9638276499008883,-0.7633570824113142
1.34,0.9559574754941949,-0.8106177678364023
1.35,0.9476152945441604,-0.8577453793474882
1.36,0.9388025679072451,-0.9047142173770182
1.37,0.9295210101966199,-0.9514992474599661
1.3800000000000001,0.9197725829580458,-0.9980761333273821
1.3900000000000001,0.9095594875300723,-1.0444212668864343
1.4000000000000001,0.8988841576203171,-1.0905117949697767
1.41,0.8877492516306769,-1.136325642753081
1.42,0.8761576447652556,-1.181841533755819
1.43,0.8641124209555605,-1.227039006356732
1.44,0.8516168646381209,-1.2718984267717701
1.45,0.8386744524201252,-1.3164009984584912
1.46,0.8252888446689511,-1.3605287679268736
1.47,0.8114638770615877,-1.4042646269521077
