beta,gamma,steady_time
0.5,1.5,21.05
0.5,1.5408163265306123,22.900000000000002
0.5,1.5816326530612246,23.05
0.5,1.6224489795918366,23.1
0.5,1.663265306122449,23.150000000000002
0.5,1.7040816326530612,23.150000000000002
0.5,1.7448979591836735,23.1
0.5,1.7857142857142856,24.950000000000003
0.5,1.8265306122448979,25.05
0.5,1.8673469387755102,25.05
0.5,1.9081632653061225,25.05
0.5,1.9489795918367347,25.0
0.5,1.989795918367347,24.950000000000003
0.5,2.0306122448979593,24.8
0.5,2.071428571428571,26.6
0.5,2.1122448979591835,26.650000000000002
0.5,2.1530612244897958,26.6
0.5,2.193877551020408,26.5
0.5,2.2346938775510203,26.400000000000002
0.5,2.2755102040816326,28.05
0.5,2.316326530612245,28.05
0.5,2.357142857142857,27.950000000000003
0.5,2.3979591836734695,27.75
0.5,2.4387755102040813,27.400000000000002
0.5,2.479591836734694,27.0
0.5,2.520408163265306,26.85
0.5,2.561224489795918,26.8
0.5,2.6020408163265305,26.700000000000003
0.5,2.642857142857143,28.1
0.5,2.683673469387755,28.1
0.5,2.724489795918367,29.5
0.5,2.7653061224489797,29.450000000000003
0.5,2.8061224489795915,32.25
0.5,2.8469387755102042,35.4
0.5,2.887755102040816,50.95
0.5,2.9285714285714284,47.5
0.5,2.9693877551020407,45.400000000000006
0.5,3.010204081632653,44.45
0.5,3.0510204081632653,52.85
0.5,3.091836734693877,51.800000000000004
0.5,3.13265306122449,51.300000000000004
0.5,3.1734693877551017,50.7
0.5,3.2142857142857144,49.95
0.5,3.2551020408163263,49.550000000000004
0.5,3.2959183673469385,48.75
0.5,3.336734693877551,48.400000000000006
0.5,3.377551020408163,48.050000000000004
0.5,3.4183673469387754,47.7
0.5,3.4591836734693877,47.0
0.5,3.5,46.7
0.5204081632653061,1.5,21.0
0.5204081632653061,1.5408163265306123,22.8
0.5204081632653061,1.5816326530612246,22.950000000000003
0.5204081632653061,1.6224489795918366,23.0
0.5204081632653061,1.663265306122449,23.05
0.5204081632653061,1.7040816326530612,23.0
0.5204081632653061,1.7448979591836735,23.0
0.5204081632653061,1.7857142857142856,24.900000000000002
0.5204081632653061,1.8265306122448979,24.950000000000003
0.5204081632653061,1.8673469387755102,25.0
0.5204081632653061,1.9081632653061225,24.950000000000003
0.5204081632653061,1.9489795918367347,24.85
0.5204081632653061,1.989795918367347,24.75
0.5204081632653061,2.0306122448979593,26.450000000000003
0.5204081632653061,2.071428571428571,26.55
0.5204081632653061,2.1122448979591835,26.5
0.5204081632653061,2.1530612244897958,26.450000000000003
0.5204081632653061,2.193877551020408,26.3
0.5204081632653061,2.2346938775510203,26.1
0.5204081632653061,2.2755102040816326,27.950000000000003
0.5204081632653061,2.316326530612245,27.85
0.5204081632653061,2.357142857142857,27.6
0.5204081632653061,2.3979591836734695,27.150000000000002
0.5204081632653061,2.4387755102040813,26.85
0.5204081632653061,2.479591836734694,26.8
0.5204081632653061,2.520408163265306,26.75
0.5204081632653061,2.561224489795918,26.650000000000002
0.5204081632653061,2.6020408163265305,28.1
0.5204081632653061,2.642857142857143,28.05
0.5204081632653061,2.683673469387755,29.5
0.5204081632653061,2.724489795918367,30.900000000000002
0.5204081632653061,2.7653061224489797,32.35
0.5204081632653061,2.8061224489795915,10.05
0.5204081632653061,2.8469387755102042,49.1
0.5204081632653061,2.887755102040816,46.400000000000006
0.5204081632653061,2.9285714285714284,44.85
0.5204081632653061,2.9693877551020407,43.650000000000006
0.5204081632653061,3.010204081632653,52.400000000000006
0.5204081632653061,3.0510204081632653,51.5
0.5204081632653061,3.091836734693877,50.95
0.5204081632653061,3.13265306122449,50.1
0.5204081632653061,3.1734693877551017,49.7
0.5204081632653061,3.2142857142857144,49.2
0.5204081632653061,3.2551020408163263,48.5
0.5204081632653061,3.2959183673469385,48.150000000000006
0.5204081632653061,3.336734693877551,47.800000000000004
0.5204081632653061,3.377551020408163,47.050000000000004
0.5204081632653061,3.4183673469387754,46.75
0.5204081632653061,3.4591836734693877,46.5
0.5204081632653061,3.5,46.2
0.5408163265306123,1.5,21.0
0.5408163265306123,1.5408163265306123,22.75
0.5408163265306123,1.5816326530612246,22.900000000000002
0.5408163265306123,1.6224489795918366,22.950000000000003
0.5408163265306123,1.663265306122449,22.950000000000003
0.5408163265306123,1.7040816326530612,22.900000000000002
0.5408163265306123,1.7448979591836735,24.700000000000003
0.5408163265306123,1.7857142857142856,24.85
0.5408163265306123,1.8265306122448979,24.900000000000002
0.5408163265306123,1.8673469387755102,24.85
0.5408163265306123,1.9081632653061225,24.8
0.5408163265306123,1.9489795918367347,24.700000000000003
0.5408163265306123,1.989795918367347,24.55
0.5408163265306123,2.0306122448979593,26.400000000000002
0.5408163265306123,2.071428571428571,26.450000000000003
0.5408163265306123,2.1122448979591835,26.35
0.5408163265306123,2.1530612244897958,26.200000000000003
0.5408163265306123,2.193877551020408,26.0
0.5408163265306123,2.2346938775510203,27.75
0.5408163265306123,2.2755102040816326,27.700000000000003
0.5408163265306123,2.316326530612245,27.400000000000002
0.5408163265306123,2.357142857142857,25.3
0.5408163265306123,2.3979591836734695,26.700000000000003
0.5408163265306123,2.4387755102040813,26.75
0.5408163265306123,2.479591836734694,26.700000000000003
0.5408163265306123,2.520408163265306,26.55
0.5408163265306123,2.561224489795918,28.05
0.5408163265306123,2.6020408163265305,27.950000000000003
0.5408163265306123,2.642857142857143,29.450000000000003
0.5408163265306123,2.683673469387755,30.900000000000002
0.5408163265306123,2.724489795918367,33.800000000000004
0.5408163265306123,2.7653061224489797,53.1
0.5408163265306123,2.8061224489795915,47.900000000000006
0.5408163265306123,2.8469387755102042,45.95
0.5408163265306123,2.887755102040816,44.5
0.5408163265306123,2.9285714285714284,43.300000000000004
