gamma,omega,steady_time
2.0306122448979593,0.6836734693877551,149.99
2.0306122448979593,0.7755102040816326,36.56
2.0306122448979593,0.8673469387755102,149.99
2.0306122448979593,0.9591836734693877,51.85
2.0306122448979593,1.0510204081632653,149.99
2.0306122448979593,1.1428571428571428,74.06
2.0306122448979593,1.2346938775510203,41.19
2.0306122448979593,1.3265306122448979,42.18
2.0306122448979593,1.4183673469387754,42.82
2.0306122448979593,1.5102040816326532,46.230000000000004
2.0306122448979593,1.6020408163265307,61.74
2.0306122448979593,1.6938775510204083,44.39
2.0306122448979593,1.7857142857142858,64.43
2.0306122448979593,1.8775510204081634,51.49
2.0306122448979593,1.969387755102041,106.01
2.0306122448979593,2.0612244897959187,149.99
2.0306122448979593,2.1530612244897958,149.99
2.0306122448979593,2.2448979591836737,149.99
2.0306122448979593,2.336734693877551,149.99
2.0306122448979593,2.428571428571429,111.92
2.0306122448979593,2.5204081632653064,50.2
2.0306122448979593,2.612244897959184,149.99
2.0306122448979593,2.7040816326530615,149.99
2.0306122448979593,2.795918367346939,149.99
2.0306122448979593,2.8877551020408165,8.43
2.0306122448979593,2.979591836734694,20.28
2.0306122448979593,3.0714285714285716,149.99
2.0306122448979593,3.163265306122449,44.19
2.0306122448979593,3.2551020408163267,22.66
2.0306122448979593,3.3469387755102042,9.81
2.0306122448979593,3.438775510204082,149.99
2.0306122448979593,3.5306122448979593,22.67
2.0306122448979593,3.622448979591837,31.79
2.0306122448979593,3.7142857142857144,26.3
2.0306122448979593,3.806122448979592,23.69
2.0306122448979593,3.8979591836734695,18.89
2.0306122448979593,3.989795918367347,16.740000000000002
2.0306122448979593,4.081632653061225,19.66
2.0306122448979593,4.173469387755102,24.01
2.0306122448979593,4.26530612244898,21.55
2.0306122448979593,4.357142857142858,19.64
2.0306122448979593,4.448979591836735,21.77
2.0306122448979593,4.540816326530613,21.650000000000002
2.0306122448979593,4.63265306122449,19.6
2.0306122448979593,4.724489795918368,19.44
2.0306122448979593,4.816326530612245,19.39
2.0306122448979593,4.908163265306123,17.240000000000002
2.0306122448979593,5.0,17.26
2.071428571428571,0.5,91.64
2.071428571428571,0.5918367346938775,149.99
2.071428571428571,0.6836734693877551,149.99
2.071428571428571,0.7755102040816326,37.76
2.071428571428571,0.8673469387755102,149.99
2.071428571428571,0.9591836734693877,46.58
2.071428571428571,1.0510204081632653,149.99
2.071428571428571,1.1428571428571428,111.15
2.071428571428571,1.2346938775510203,40.42
2.071428571428571,1.3265306122448979,46.29
2.071428571428571,1.4183673469387754,43.89
2.071428571428571,1.5102040816326532,46.28
2.071428571428571,1.6020408163265307,45.84
2.071428571428571,1.6938775510204083,44.15
2.071428571428571,1.7857142857142858,13.16
2.071428571428571,1.8775510204081634,46.34
2.071428571428571,1.969387755102041,61.300000000000004
2.071428571428571,2.0612244897959187,149.99
2.071428571428571,2.1530612244897958,149.99
2.071428571428571,2.2448979591836737,149.99
2.071428571428571,2.336734693877551,149.99
2.071428571428571,2.428571428571429,142.74
2.071428571428571,2.5204081632653064,56.88
2.071428571428571,2.612244897959184,149.99
2.071428571428571,2.7040816326530615,36.97
2.071428571428571,2.795918367346939,149.99
2.071428571428571,2.8877551020408165,8.73
2.071428571428571,2.979591836734694,149.99
2.071428571428571,3.0714285714285716,149.99
2.071428571428571,3.163265306122449,42.29
2.071428571428571,3.2551020408163267,25.78
2.071428571428571,3.3469387755102042,9.82
2.071428571428571,3.438775510204082,37.660000000000004
2.071428571428571,3.5306122448979593,22.79
2.071428571428571,3.622448979591837,31.73
2.071428571428571,3.7142857142857144,26.48
2.071428571428571,3.806122448979592,23.79
2.071428571428571,3.8979591836734695,18.92
2.071428571428571,3.989795918367347,16.66
2.071428571428571,4.081632653061225,19.55
2.071428571428571,4.173469387755102,23.98
2.071428571428571,4.26530612244898,21.54
2.071428571428571,4.357142857142858,19.61
2.071428571428571,4.448979591836735,21.76
2.071428571428571,4.540816326530613,21.650000000000002
2.071428571428571,4.63265306122449,19.6
2.071428571428571,4.724489795918368,19.43
2.071428571428571,4.816326530612245,19.38
2.071428571428571,4.908163265306123,17.22
2.071428571428571,5.0,17.23
2.1122448979591835,0.5,58.86
2.1122448979591835,0.5918367346938775,149.99
2.1122448979591835,0.6836734693877551,149.99
2.1122448979591835,0.7755102040816326,38.14
2.1122448979591835,0.8673469387755102,149.99
2.1122448979591835,0.9591836734693877,149.99
2.1122448979591835,1.0510204081632653,39.67
2.1122448979591835,1.1428571428571428,68.79
2.1122448979591835,1.2346938775510203,39.06
2.1122448979591835,1.3265306122448979,50.15
2.1122448979591835,1.4183673469387754,45.980000000000004
2.1122448979591835,1.5102040816326532,43.51
2.1122448979591835,1.6020408163265307,45.59
2.1122448979591835,1.6938775510204083,44.03
2.1122448979591835,1.7857142857142858,61.0
2.1122448979591835,1.8775510204081634,47.51
2.1122448979591835,1.969387755102041,68.24
2.1122448979591835,2.0612244897959187,40.83
2.1122448979591835,2.1530612244897958,149.99
2.1122448979591835,2.2448979591836737,149.99
2.1122448979591835,2.336734693877551,149.99
2.1122448979591835,2.428571428571429,64.88
2.1122448979591835,2.5204081632653064,149.99
2.1122448979591835,2.612244897959184,149.99
2.1122448979591835,2.7040816326530615,149.99
2.1122448979591835,2.795918367346939,35.300000000000004
2.1122448979591835,2.8877551020408165,149.99
2.1122448979591835,2.979591836734694,149.99
2.1122448979591835,3.0714285714285716,149.99
2.1122448979591835,3.163265306122449,43.93
2.1122448979591835,3.2551020408163267,27.64
2.1122448979591835,3.3469387755102042,9.8
2.1122448979591835,3.438775510204082,31.89
2.1122448979591835,3.5306122448979593,25.5
2.1122448979591835,3.622448979591837,27.29
2.1122448979591835,3.7142857142857144,26.69
2.1122448979591835,3.806122448979592,23.88
2.1122448979591835,3.8979591836734695,18.95
2.1122448979591835,3.989795918367347,16.6
2.1122448979591835,4.081632653061225,19.45
2.1122448979591835,4.173469387755102,23.95
2.1122448979591835,4.26530612244898,21.53
2.1122448979591835,4.357142857142858,19.580000000000002
2.1122448979591835,4.448979591836735,21.75
2.1122448979591835,4.540816326530613,21.650000000000002
2.1122448979591835,4.63265306122449,19.6
2.1122448979591835,4.724489795918368,19.43
2.1122448979591835,4.816326530612245,19.37
2.1122448979591835,4.908163265306123,19.37
2.1122448979591835,5.0,17.2
2.1530612244897958,0.5,87.55
2.1530612244897958,0.5918367346938775,149.99
2.1530612244897958,0.6836734693877551,149.99
2.1530612244897958,0.7755102040816326,37.26
2.1530612244897958,0.8673469387755102,27.46
2.1530612244897958,0.9591836734693877,149.99
2.1530612244897958,1.0510204081632653,29.82
2.1530612244897958,1.1428571428571428,38.36
2.1530612244897958,1.2346938775510203,36.22
2.1530612244897958,1.3265306122448979,53.61
2.1530612244897958,1.4183673469387754,45.92
2.1530612244897958,1.5102040816326532,44.21
2.1530612244897958,1.6020408163265307,53.94
2.1530612244897958,1.6938775510204083,44.11
2.1530612244897958,1.7857142857142858,51.5
2.1530612244897958,1.8775510204081634,64.17
2.1530612244897958,1.969387755102041,131.87
2.1530612244897958,2.0612244897959187,149.99
2.1530612244897958,2.1530612244897958,149.99
2.1530612244897958,2.2448979591836737,149.99
2.1530612244897958,2.336734693877551,149.99
2.1530612244897958,2.428571428571429,37.51
2.1530612244897958,2.5204081632653064,149.99
2.1530612244897958,2.612244897959184,149.99
2.1530612244897958,2.7040816326530615,72.23
2.1530612244897958,2.795918367346939,149.99
2.1530612244897958,2.8877551020408165,25.37
2.1530612244897958,2.979591836734694,149.99
2.1530612244897958,3.0714285714285716,149.99
2.1530612244897958,3.163265306122449,30.37
2.1530612244897958,3.2551020408163267,29.32
2.1530612244897958,3.3469387755102042,9.78
2.1530612244897958,3.438775510204082,25.03
2.1530612244897958,3.5306122448979593,25.7
2.1530612244897958,3.622448979591837,27.03
2.1530612244897958,3.7142857142857144,29.240000000000002
2.1530612244897958,3.806122448979592,23.98
2.1530612244897958,3.8979591836734695,19.0
2.1530612244897958,3.989795918367347,16.56
2.1530612244897958,4.081632653061225,19.34
2.1530612244897958,4.173469387755102,21.87
2.1530612244897958,4.26530612244898,21.52
2.1530612244897958,4.357142857142858,19.55
2.1530612244897958,4.448979591836735,21.73
2.1530612244897958,4.540816326530613,21.650000000000002
2.1530612244897958,4.63265306122449,19.61
2.1530612244897958,4.724489795918368,19.43
2.1530612244897958,4.816326530612245,19.36
2.1530612244897958,4.908163265306123,19.35
2.1530612244897958,5.0,17.17
2.193877551020408,0.5,78.46000000000001
2.193877551020408,0.5918367346938775,149.99
2.193877551020408,0.6836734693877551,149.99
2.193877551020408,0.7755102040816326,37.67
2.193877551020408,0.8673469387755102,26.29
2.193877551020408,0.9591836734693877,66.34
2.193877551020408,1.0510204081632653,22.26
2.193877551020408,1.1428571428571428,55.67
2.193877551020408,1.2346938775510203,34.5
2.193877551020408,1.3265306122448979,55.1
2.193877551020408,1.4183673469387754,45.93
2.193877551020408,1.5102040816326532,44.7
2.193877551020408,1.6020408163265307,47.51
2.193877551020408,1.6938775510204083,44.46
2.193877551020408,1.7857142857142858,46.74
2.193877551020408,1.8775510204081634,48.31
2.193877551020408,1.969387755102041,55.370000000000005
2.193877551020408,2.0612244897959187,149.99
2.193877551020408,2.1530612244897958,149.99
2.193877551020408,2.2448979591836737,92.14
2.193877551020408,2.336734693877551,149.99
2.193877551020408,2.428571428571429,149.99
2.193877551020408,2.5204081632653064,149.99
2.193877551020408,2.612244897959184,149.99
2.193877551020408,2.7040816326530615,149.99
2.193877551020408,2.795918367346939,149.99
2.193877551020408,2.8877551020408165,149.99
2.193877551020408,2.979591836734694,149.99
2.193877551020408,3.0714285714285716,19.67
2.193877551020408,3.163265306122449,20.82
2.193877551020408,3.2551020408163267,26.23
2.193877551020408,3.3469387755102042,25.52
2.193877551020408,3.438775510204082,44.99
2.193877551020408,3.5306122448979593,31.04
2.193877551020408,3.622448979591837,26.830000000000002
2.193877551020408,3.7142857142857144,30.89
2.193877551020408,3.806122448979592,24.080000000000002
2.193877551020408,3.8979591836734695,21.25
2.193877551020408,3.989795918367347,16.53
2.193877551020408,4.081632653061225,19.240000000000002
2.193877551020408,4.173469387755102,21.84
2.193877551020408,4.26530612244898,21.51
2.193877551020408,4.357142857142858,19.52
2.193877551020408,4.448979591836735,21.71
2.193877551020408,4.540816326530613,21.64
2.193877551020408,4.63265306122449,19.61
2.193877551020408,4.724489795918368,19.43
2.193877551020408,4.816326530612245,19.35
2.193877551020408,4.908163265306123,19.34
2.193877551020408,5.0,17.150000000000002
2.2346938775510203,0.5,57.84
2.2346938775510203,0.5918367346938775,149.99
2.2346938775510203,0.6836734693877551,149.99
2.2346938775510203,0.7755102040816326,149.99
2.2346938775510203,0.8673469387755102,26.13
2.2346938775510203,0.9591836734693877,27.650000000000002
2.2346938775510203,1.0510204081632653,25.07
2.2346938775510203,1.1428571428571428,149.99
2.2346938775510203,1.2346938775510203,37.28
2.2346938775510203,1.3265306122448979,55.68
2.2346938775510203,1.4183673469387754,45.58
2.2346938775510203,1.5102040816326532,44.2
2.2346938775510203,1.6020408163265307,54.09
2.2346938775510203,1.6938775510204083,46.64
2.2346938775510203,1.7857142857142858,44.7
2.2346938775510203,1.8775510204081634,54.300000000000004
2.2346938775510203,1.969387755102041,47.86
2.2346938775510203,2.0612244897959187,72.7
2.2346938775510203,2.1530612244897958,149.99
2.2346938775510203,2.2448979591836737,149.99
2.2346938775510203,2.336734693877551,127.41
2.2346938775510203,2.428571428571429,149.99
2.2346938775510203,2.5204081632653064,149.99
2.2346938775510203,2.612244897959184,149.99
2.2346938775510203,2.7040816326530615,149.99
2.2346938775510203,2.795918367346939,149.99
2.2346938775510203,2.8877551020408165,149.99
2.2346938775510203,2.979591836734694,149.99
2.2346938775510203,3.0714285714285716,18.77
2.2346938775510203,3.163265306122449,24.23
2.2346938775510203,3.2551020408163267,44.46
2.2346938775510203,3.3469387755102042,27.2
2.2346938775510203,3.438775510204082,9.64
2.2346938775510203,3.5306122448979593,149.99
2.2346938775510203,3.622448979591837,26.64
2.2346938775510203,3.7142857142857144,30.96
2.2346938775510203,3.806122448979592,24.18
2.2346938775510203,3.8979591836734695,21.330000000000002
2.2346938775510203,3.989795918367347,16.52
2.2346938775510203,4.081632653061225,17.18
2.2346938775510203,4.173469387755102,21.8
2.2346938775510203,4.26530612244898,21.5
2.2346938775510203,4.357142857142858,19.5
2.2346938775510203,4.448979591836735,21.69
2.2346938775510203,4.540816326530613,21.64
2.2346938775510203,4.63265306122449,21.55
2.2346938775510203,4.724489795918368,19.43
2.2346938775510203,4.816326530612245,19.34
2.2346938775510203,4.908163265306123,19.32
2.2346938775510203,5.0,17.13
2.2755102040816326,0.5,106.57000000000001
2.2755102040816326,0.5918367346938775,149.99
2.2755102040816326,0.6836734693877551,149.99
2.2755102040816326,0.7755102040816326,35.86
2.2755102040816326,0.8673469387755102,26.22
2.2755102040816326,0.9591836734693877,50.800000000000004
2.2755102040816326,1.0510204081632653,24.98
2.2755102040816326,1.1428571428571428,149.99
2.2755102040816326,1.2346938775510203,37.67
2.2755102040816326,1.3265306122448979,55.35
2.2755102040816326,1.4183673469387754,43.79
2.2755102040816326,1.5102040816326532,42.95
2.2755102040816326,1.6020408163265307,47.870000000000005
2.2755102040816326,1.6938775510204083,58.46
2.2755102040816326,1.7857142857142858,43.65
2.2755102040816326,1.8775510204081634,52.69
2.2755102040816326,1.969387755102041,45.59
2.2755102040816326,2.0612244897959187,149.99
2.2755102040816326,2.1530612244897958,59.82
2.2755102040816326,2.2448979591836737,149.99
2.2755102040816326,2.336734693877551,149.99
2.2755102040816326,2.428571428571429,149.99
2.2755102040816326,2.5204081632653064,111.76
2.2755102040816326,2.612244897959184,149.99
2.2755102040816326,2.7040816326530615,149.99
2.2755102040816326,2.795918367346939,149.99
2.2755102040816326,2.8877551020408165,64.78
2.2755102040816326,2.979591836734694,149.99
2.2755102040816326,3.0714285714285716,17.87
2.2755102040816326,3.163265306122449,24.78
2.2755102040816326,3.2551020408163267,28.68
2.2755102040816326,3.3469387755102042,47.95
2.2755102040816326,3.438775510204082,9.72
2.2755102040816326,3.5306122448979593,33.02
2.2755102040816326,3.622448979591837,26.45
2.2755102040816326,3.7142857142857144,30.98
2.2755102040816326,3.806122448979592,26.1
2.2755102040816326,3.8979591836734695,23.25
2.2755102040816326,3.989795918367347,16.52
2.2755102040816326,4.081632653061225,17.05
2.2755102040816326,4.173469387755102,21.76
2.2755102040816326,4.26530612244898,21.490000000000002
2.2755102040816326,4.357142857142858,19.48
2.2755102040816326,4.448979591836735,19.67
2.2755102040816326,4.540816326530613,21.63
2.2755102040816326,4.63265306122449,21.55
2.2755102040816326,4.724489795918368,19.43
2.2755102040816326,4.816326530612245,19.330000000000002
2.2755102040816326,4.908163265306123,19.31
2.2755102040816326,5.0,17.11
2.316326530612245,0.5,67.53
2.316326530612245,0.5918367346938775,149.99
2.316326530612245,0.6836734693877551,51.92
2.316326530612245,0.7755102040816326,149.99
2.316326530612245,0.8673469387755102,28.78
2.316326530612245,0.9591836734693877,48.46
2.316326530612245,1.0510204081632653,27.8
2.316326530612245,1.1428571428571428,149.99
2.316326530612245,1.2346938775510203,38.87
2.316326530612245,1.3265306122448979,53.4
2.316326530612245,1.4183673469387754,40.410000000000004
2.316326530612245,1.5102040816326532,41.550000000000004
2.316326530612245,1.6020408163265307,46.230000000000004
2.316326530612245,1.6938775510204083,19.57
2.316326530612245,1.7857142857142858,43.24
2.316326530612245,1.8775510204081634,55.84
2.316326530612245,1.969387755102041,55.31
2.316326530612245,2.0612244897959187,124.01
2.316326530612245,2.1530612244897958,149.99
2.316326530612245,2.2448979591836737,149.99
2.316326530612245,2.336734693877551,40.7
2.316326530612245,2.428571428571429,50.1
2.316326530612245,2.5204081632653064,149.99
2.316326530612245,2.612244897959184,66.5
2.316326530612245,2.7040816326530615,149.99
2.316326530612245,2.795918367346939,12.56
2.316326530612245,2.8877551020408165,21.0
2.316326530612245,2.979591836734694,149.99
2.316326530612245,3.0714285714285716,17.75
2.316326530612245,3.163265306122449,28.080000000000002
2.316326530612245,3.2551020408163267,67.63
2.316326530612245,3.3469387755102042,31.990000000000002
2.316326530612245,3.438775510204082,9.82
2.316326530612245,3.5306122448979593,149.99
2.316326530612245,3.622448979591837,24.98
2.316326530612245,3.7142857142857144,30.95
2.316326530612245,3.806122448979592,26.27
2.316326530612245,3.8979591836734695,23.31
2.316326530612245,3.989795918367347,16.53
2.316326530612245,4.081632653061225,16.92
2.316326530612245,4.173469387755102,21.72
2.316326530612245,4.26530612244898,21.48
2.316326530612245,4.357142857142858,19.46
2.316326530612245,4.448979591836735,19.63
2.316326530612245,4.540816326530613,21.62
2.316326530612245,4.63265306122449,21.55
2.316326530612245,4.724489795918368,19.43
2.316326530612245,4.816326530612245,19.330000000000002
2.316326530612245,4.908163265306123,19.3
2.316326530612245,5.0,17.09
2.357142857142857,0.5,56.21
2.357142857142857,0.5918367346938775,149.99
2.357142857142857,0.6836734693877551,149.99
2.357142857142857,0.7755102040816326,149.99
2.357142857142857,0.8673469387755102,31.650000000000002
2.357142857142857,0.9591836734693877,106.5
2.357142857142857,1.0510204081632653,45.75
2.357142857142857,1.1428571428571428,139.75
2.357142857142857,1.2346938775510203,50.63
2.357142857142857,1.3265306122448979,49.11
2.357142857142857,1.4183673469387754,37.56
2.357142857142857,1.5102040816326532,40.7
2.357142857142857,1.6020408163265307,44.47
2.357142857142857,1.6938775510204083,49.04
2.357142857142857,1.7857142857142858,43.12
2.357142857142857,1.8775510204081634,55.83
2.357142857142857,1.969387755102041,61.54
2.357142857142857,2.0612244897959187,78.59
2.357142857142857,2.1530612244897958,149.99
2.357142857142857,2.2448979591836737,149.99
2.357142857142857,2.336734693877551,78.38
2.357142857142857,2.428571428571429,149.99
2.357142857142857,2.5204081632653064,36.88
2.357142857142857,2.612244897959184,149.99
2.357142857142857,2.7040816326530615,149.99
2.357142857142857,2.795918367346939,149.99
2.357142857142857,2.8877551020408165,149.99
2.357142857142857,2.979591836734694,7.98
2.357142857142857,3.0714285714285716,17.73
2.357142857142857,3.163265306122449,32.76
2.357142857142857,3.2551020408163267,34.92
2.357142857142857,3.3469387755102042,30.21
2.357142857142857,3.438775510204082,9.9
2.357142857142857,3.5306122448979593,36.26
2.357142857142857,3.622448979591837,24.87
2.357142857142857,3.7142857142857144,29.47
2.357142857142857,3.806122448979592,26.45
2.357142857142857,3.8979591836734695,23.38
2.357142857142857,3.989795918367347,16.55
2.357142857142857,4.081632653061225,16.81
2.357142857142857,4.173469387755102,21.66
2.357142857142857,4.26530612244898,21.47
2.357142857142857,4.357142857142858,19.44
2.357142857142857,4.448979591836735,19.59
2.357142857142857,4.540816326530613,21.61
2.357142857142857,4.63265306122449,21.55
2.357142857142857,4.724489795918368,19.43
2.357142857142857,4.816326530612245,19.330000000000002
2.357142857142857,4.908163265306123,19.29
2.357142857142857,5.0,17.07
2.3979591836734695,0.5,149.99
2.3979591836734695,0.5918367346938775,149.99
2.3979591836734695,0.6836734693877551,149.99
2.3979591836734695,0.7755102040816326,149.99
2.3979591836734695,0.8673469387755102,24.11
2.3979591836734695,0.9591836734693877,149.99
2.3979591836734695,1.0510204081632653,149.99
2.3979591836734695,1.1428571428571428,149.99
2.3979591836734695,1.2346938775510203,61.75
2.3979591836734695,1.3265306122448979,47.02
2.3979591836734695,1.4183673469387754,39.22
2.3979591836734695,1.5102040816326532,41.58
2.3979591836734695,1.6020408163265307,47.88
2.3979591836734695,1.6938775510204083,44.050000000000004
2.3979591836734695,1.7857142857142858,43.12
2.3979591836734695,1.8775510204081634,51.85
2.3979591836734695,1.969387755102041,6.37
2.3979591836734695,2.0612244897959187,76.22
2.3979591836734695,2.1530612244897958,107.53
2.3979591836734695,2.2448979591836737,149.99
2.3979591836734695,2.336734693877551,149.99
2.3979591836734695,2.428571428571429,149.99
2.3979591836734695,2.5204081632653064,77.32000000000001
2.3979591836734695,2.612244897959184,149.99
2.3979591836734695,2.7040816326530615,149.99
2.3979591836734695,2.795918367346939,149.99
2.3979591836734695,2.8877551020408165,105.42
2.3979591836734695,2.979591836734694,8.0
2.3979591836734695,3.0714285714285716,17.82
2.3979591836734695,3.163265306122449,13.42
2.3979591836734695,3.2551020408163267,30.66
2.3979591836734695,3.3469387755102042,48.04
2.3979591836734695,3.438775510204082,9.92
2.3979591836734695,3.5306122448979593,36.43
2.3979591836734695,3.622448979591837,24.85
2.3979591836734695,3.7142857142857144,26.94
2.3979591836734695,3.806122448979592,28.63
2.3979591836734695,3.8979591836734695,23.44
2.3979591836734695,3.989795918367347,16.57
2.3979591836734695,4.081632653061225,16.7
2.3979591836734695,4.173469387755102,21.61
2.3979591836734695,4.26530612244898,21.46
2.3979591836734695,4.357142857142858,19.43
2.3979591836734695,4.448979591836735,19.56
2.3979591836734695,4.540816326530613,21.6
2.3979591836734695,4.63265306122449,21.55
2.3979591836734695,4.724489795918368,19.43
2.3979591836734695,4.816326530612245,19.32
2.3979591836734695,4.908163265306123,19.28
2.3979591836734695,5.0,17.06
2.4387755102040813,0.5,80.47
2.4387755102040813,0.5918367346938775,33.47
2.4387755102040813,0.6836734693877551,149.99
2.4387755102040813,0.7755102040816326,29.36
2.4387755102040813,0.8673469387755102,23.78
2.4387755102040813,0.9591836734693877,149.99
2.4387755102040813,1.0510204081632653,149.99
2.4387755102040813,1.1428571428571428,149.99
2.4387755102040813,1.2346938775510203,61.99
2.4387755102040813,1.3265306122448979,43.35
2.4387755102040813,1.4183673469387754,42.45
2.4387755102040813,1.5102040816326532,44.32
2.4387755102040813,1.6020408163265307,43.21
2.4387755102040813,1.6938775510204083,49.03
2.4387755102040813,1.7857142857142858,43.230000000000004
2.4387755102040813,1.8775510204081634,69.27
2.4387755102040813,1.969387755102041,54.85
2.4387755102040813,2.0612244897959187,47.56
2.4387755102040813,2.1530612244897958,100.63
2.4387755102040813,2.2448979591836737,149.99
2.4387755102040813,2.336734693877551,149.99
2.4387755102040813,2.428571428571429,149.99
2.4387755102040813,2.5204081632653064,149.99
2.4387755102040813,2.612244897959184,149.99
2.4387755102040813,2.7040816326530615,63.14
2.4387755102040813,2.795918367346939,149.99
2.4387755102040813,2.8877551020408165,149.99
2.4387755102040813,2.979591836734694,8.17
2.4387755102040813,3.0714285714285716,18.77
2.4387755102040813,3.163265306122449,14.73
2.4387755102040813,3.2551020408163267,29.01
2.4387755102040813,3.3469387755102042,36.6
2.4387755102040813,3.438775510204082,9.88
2.4387755102040813,3.5306122448979593,24.6
2.4387755102040813,3.622448979591837,23.41
2.4387755102040813,3.7142857142857144,26.67
2.4387755102040813,3.806122448979592,28.73
2.4387755102040813,3.8979591836734695,23.51
2.4387755102040813,3.989795918367347,16.6
2.4387755102040813,4.081632653061225,16.6
2.4387755102040813,4.173469387755102,21.54
2.4387755102040813,4.26530612244898,21.45
2.4387755102040813,4.357142857142858,19.41
2.4387755102040813,4.448979591836735,19.52
2.4387755102040813,4.540816326530613,21.59
2.4387755102040813,4.63265306122449,21.55
2.4387755102040813,4.724489795918368,19.43
2.4387755102040813,4.816326530612245,19.32
2.4387755102040813,4.908163265306123,19.28
2.4387755102040813,5.0,17.05
2.479591836734694,0.5,80.88
2.479591836734694,0.5918367346938775,33.26
2.479591836734694,0.6836734693877551,149.99
2.479591836734694,0.7755102040816326,149.99
2.479591836734694,0.8673469387755102,31.080000000000002
2.479591836734694,0.9591836734693877,89.77
2.479591836734694,1.0510204081632653,149.99
2.479591836734694,1.1428571428571428,149.99
2.479591836734694,1.2346938775510203,68.29
2.479591836734694,1.3265306122448979,42.29
2.479591836734694,1.4183673469387754,45.71
2.479591836734694,1.5102040816326532,44.81
2.479591836734694,1.6020408163265307,42.13
2.479591836734694,1.6938775510204083,60.28
2.479591836734694,1.7857142857142858,47.44
2.479591836734694,1.8775510204081634,45.11
2.479591836734694,1.969387755102041,75.98
2.479591836734694,2.0612244897959187,46.46
2.479591836734694,2.1530612244897958,149.99
2.479591836734694,2.2448979591836737,103.13
2.479591836734694,2.336734693877551,149.99
2.479591836734694,2.428571428571429,33.65
2.479591836734694,2.5204081632653064,67.63
2.479591836734694,2.612244897959184,149.99
2.479591836734694,2.7040816326530615,149.99
2.479591836734694,2.795918367346939,149.99
2.479591836734694,2.8877551020408165,149.99
2.479591836734694,2.979591836734694,8.93
2.479591836734694,3.0714285714285716,149.99
2.479591836734694,3.163265306122449,14.96
2.479591836734694,3.2551020408163267,66.94
2.479591836734694,3.3469387755102042,28.82
2.479591836734694,3.438775510204082,9.790000000000001
2.479591836734694,3.5306122448979593,27.48
2.479591836734694,3.622448979591837,28.51
2.479591836734694,3.7142857142857144,26.44
2.479591836734694,3.806122448979592,28.79
2.479591836734694,3.8979591836734695,23.57
2.479591836734694,3.989795918367347,18.66
2.479591836734694,4.081632653061225,16.51
2.479591836734694,4.173469387755102,19.39
2.479591836734694,4.26530612244898,21.43
2.479591836734694,4.357142857142858,19.400000000000002
2.479591836734694,4.448979591836735,19.48
2.479591836734694,4.540816326530613,21.580000000000002
2.479591836734694,4.63265306122449,21.55
2.479591836734694,4.724489795918368,19.44
2.479591836734694,4.816326530612245,19.32
2.479591836734694,4.908163265306123,19.27
2.479591836734694,5.0,17.03
2.520408163265306,0.5,149.99
2.520408163265306,0.5918367346938775,41.58
2.520408163265306,0.6836734693877551,102.11
2.520408163265306,0.7755102040816326,149.99
2.520408163265306,0.8673469387755102,30.07
2.520408163265306,0.9591836734693877,149.99
2.520408163265306,1.0510204081632653,149.99
2.520408163265306,1.1428571428571428,149.99
2.520408163265306,1.2346938775510203,80.51
2.520408163265306,1.3265306122448979,41.58
2.520408163265306,1.4183673469387754,47.77
2.520408163265306,1.5102040816326532,44.9
2.520408163265306,1.6020408163265307,45.59
2.520408163265306,1.6938775510204083,50.5
2.520408163265306,1.7857142857142858,49.07
2.520408163265306,1.8775510204081634,43.87
2.520408163265306,1.969387755102041,55.410000000000004
2.520408163265306,2.0612244897959187,52.2
2.520408163265306,2.1530612244897958,107.52
2.520408163265306,2.2448979591836737,26.76
2.520408163265306,2.336734693877551,149.99
2.520408163265306,2.428571428571429,149.99
2.520408163265306,2.5204081632653064,149.99
2.520408163265306,2.612244897959184,149.99
2.520408163265306,2.7040816326530615,149.99
2.520408163265306,2.795918367346939,36.64
2.520408163265306,2.8877551020408165,33.75
2.520408163265306,2.979591836734694,9.6
2.520408163265306,3.0714285714285716,149.99
2.520408163265306,3.163265306122449,15.700000000000001
2.520408163265306,3.2551020408163267,39.44
2.520408163265306,3.3469387755102042,23.45
2.520408163265306,3.438775510204082,9.69
2.520408163265306,3.5306122448979593,29.900000000000002
2.520408163265306,3.622448979591837,81.29
2.520408163265306,3.7142857142857144,24.73
2.520408163265306,3.806122448979592,28.82
2.520408163265306,3.8979591836734695,23.63
2.520408163265306,3.989795918367347,18.7
2.520408163265306,4.081632653061225,16.44
2.520408163265306,4.173469387755102,19.31
2.520408163265306,4.26530612244898,21.42
2.520408163265306,4.357142857142858,19.39
2.520408163265306,4.448979591836735,19.44
2.520408163265306,4.540816326530613,21.56
2.520408163265306,4.63265306122449,21.54
2.520408163265306,4.724489795918368,19.44
2.520408163265306,4.816326530612245,19.32
2.520408163265306,4.908163265306123,19.27
2.520408163265306,5.0,17.02
2.561224489795918,0.5,130.65
2.561224489795918,0.5918367346938775,41.84
2.561224489795918,0.6836734693877551,149.99
2.561224489795918,0.7755102040816326,149.99
2.561224489795918,0.8673469387755102,27.310000000000002
2.561224489795918,0.9591836734693877,149.99
2.561224489795918,1.0510204081632653,42.9
2.561224489795918,1.1428571428571428,149.99
2.561224489795918,1.2346938775510203,92.46000000000001
2.561224489795918,1.3265306122448979,38.6
2.561224489795918,1.4183673469387754,51.21
